date,state,dem_chance
2019/04/05,ND,0.05
2019/04/05,NE,0.05
2019/04/05,NH,0.60
2019/04/05,NJ,0.95
2019/04/05,NM,0.95
2019/04/05,NV,0.60
2019/04/05,NY,0.95
2019/04/05,OH,0.25
2019/04/05,OK,0.05
2019/04/05,OR,0.95
2019/04/05,PA,0.55
2019/04/05,RI,0.95
2019/04/05,SC,0.05
2019/04/05,SD,0.05
2019/04/05,TN,0.05
2019/04/05,TX,0.05
2019/04/05,UT,0.05
2019/04/05,VA,0.95
2019/04/05,VT,0.95
2019/04/05,WA,0.95
2019/04/05,WI,0.50
2019/04/05,WV,0.05
2019/04/05,WY,0.05
2019/04/19,AK,0.05
2019/04/19,AL,0.05
2019/04/19,AR,0.05
2019/04/19,AZ,0.45
2019/04/19,CA,0.95
2019/04/19,CO,0.95
2019/04/19,CT,0.95
2019/04/19,DC,0.95
2019/04/19,DE,0.95
2019/04/19,FL,0.50
2019/04/19,GA,0.25
2019/04/19,HI,0.95
2019/04/19,IA,0.40
2019/04/19,ID,0.05
2019/04/19,IL,0.95
2019/04/19,IN,0.05
2019/04/19,KS,0.05
2019/04/19,KY,0.05
2019/04/19,LA,0.05
2019/04/19,MA,0.95
2019/04/19,MD,0.95
2019/04/19,ME,0.60
2019/04/19,MI,0.55
2019/04/19,MN,0.75
2019/04/19,MO,0.05
2019/04/19,MS,0.05
2019/04/19,MT,0.05
2019/04/19,NC,0.50
2019/04/19,ND,0.05
2019/04/19,NE,0.05
2019/04/19,NH,0.60
2019/04/19,NJ,0.95
2019/04/19,NM,0.95
2019/04/19,NV,0.60
2019/04/19,NY,0.95
2019/04/19,OH,0.25
2019/04/19,OK,0.05
2019/04/19,OR,0.95
2019/04/19,PA,0.55
2019/04/19,RI,0.95
2019/04/19,SC,0.05
2019/04/19,SD,0.05
2019/04/19,TN,0.05
2019/04/19,TX,0.05
2019/04/19,UT,0.05
2019/04/19,VA,0.95
2019/04/19,VT,0.95
2019/04/19,WA,0.95
2019/04/19,WI,0.50
2019/04/19,WV,0.05
2019/04/19,WY,0.05
2019/12/19,AK,0.05
2019/12/19,AL,0.05
2019/12/19,AR,0.05
2019/12/19,AZ,0.45
2019/12/19,CA,0.95
2019/12/19,CO,0.95
2019/12/19,CT,0.95
2019/12/19,DC,0.95
2019/12/19,DE,0.95
2019/12/19,FL,0.50
2019/12/19,GA,0.25
2019/12/19,HI,0.95
2019/12/19,IA,0.40
2019/12/19,ID,0.05
2019/12/19,IL,0.95
2019/12/19,IN,0.05
2019/12/19,KS,0.05
2019/12/19,KY,0.05
2019/12/19,LA,0.05
2019/12/19,MA,0.95
2019/12/19,MD,0.95
2019/12/19,ME,0.60
2019/12/19,MI,0.55
2019/12/19,MN,0.75
2019/12/19,MO,0.05
2019/12/19,MS,0.05
2019/12/19,MT,0.05
2019/12/19,NC,0.50
2019/12/19,ND,0.05
2019/12/19,NE,0.05
2019/12/19,NH,0.60
2019/12/19,NJ,0.95
2019/12/19,NM,0.95
2019/12/19,NV,0.60
2019/12/19,NY,0.95
2019/12/19,OH,0.25
2019/12/19,OK,0.05
2019/12/19,OR,0.95
2019/12/19,PA,0.55
2019/12/19,RI,0.95
2019/12/19,SC,0.05
2019/12/19,SD,0.05
2019/12/19,TN,0.05
2019/12/19,TX,0.05
2019/12/19,UT,0.05
2019/12/19,VA,0.95
2019/12/19,VT,0.95
2019/12/19,WA,0.95
2019/12/19,WI,0.50
2019/12/19,WV,0.05
2019/12/19,WY,0.05
2020/04/03,AK,0.05
2020/04/03,AL,0.05
2020/04/03,AR,0.05
2020/04/03,AZ,0.50
2020/04/03,CA,0.95
2020/04/03,CO,0.95
2020/04/03,CT,0.95
2020/04/03,DC,0.95
2020/04/03,DE,0.95
2020/04/03,FL,0.50
2020/04/03,GA,0.40
2020/04/03,HI,0.95
2020/04/03,IA,0.40
2020/04/03,ID,0.05
2020/04/03,IL,0.95
2020/04/03,IN,0.05
2020/04/03,KS,0.05
2020/04/03,KY,0.05
2020/04/03,LA,0.05
2020/04/03,MA,0.95
2020/04/03,MD,0.95
2020/04/03,ME,0.75
2020/04/03,MI,0.55
2020/04/03,MN,0.60
2020/04/03,MO,0.05
2020/04/03,MS,0.05
2020/04/03,MT,0.05
2020/04/03,NC,0.50
2020/04/03,ND,0.05
2020/04/03,NE,0.05
2020/04/03,NH,0.60
2020/04/03,NJ,0.95
2020/04/03,NM,0.95
2020/04/03,NV,0.75
2020/04/03,NY,0.95
2020/04/03,OH,0.25
2020/04/03,OK,0.05
2020/04/03,OR,0.95
2020/04/03,PA,0.55
2020/04/03,RI,0.95
2020/04/03,SC,0.05
2020/04/03,SD,0.05
2020/04/03,TN,0.05
2020/04/03,TX,0.25
2020/04/03,UT,0.05
2020/04/03,VA,0.95
2020/04/03,VT,0.95
2020/04/03,WA,0.95
2020/04/03,WI,0.50
2020/04/03,WV,0.05
2020/04/03,WY,0.05
2020/07/17,AK,0.40
2020/07/17,AL,0.05
2020/07/17,AR,0.05
2020/07/17,AZ,0.55
2020/07/17,CA,0.95
2020/07/17,CO,0.95
2020/07/17,CT,0.95
2020/07/17,DC,0.95
2020/07/17,DE,0.95
2020/07/17,FL,0.55
2020/07/17,GA,0.50
2020/07/17,HI,0.95
2020/07/17,IA,0.45
2020/07/17,ID,0.05
2020/07/17,IL,0.95
2020/07/17,IN,0.05
2020/07/17,KS,0.25
2020/07/17,KY,0.05
2020/07/17,LA,0.05
2020/07/17,MA,0.95
2020/07/17,MD,0.95
2020/07/17,ME,0.95
2020/07/17,MI,0.60
2020/07/17,MN,0.75
2020/07/17,MO,0.25
2020/07/17,MS,0.05
2020/07/17,MT,0.40
2020/07/17,NC,0.50
2020/07/17,ND,0.05
2020/07/17,NE,0.05
2020/07/17,NH,0.60
2020/07/17,NJ,0.95
2020/07/17,NM,0.95
2020/07/17,NV,0.75
2020/07/17,NY,0.95
2020/07/17,OH,0.45
2020/07/17,OK,0.05
2020/07/17,OR,0.95
2020/07/17,PA,0.60
2020/07/17,RI,0.95
2020/07/17,SC,0.25
2020/07/17,SD,0.05
2020/07/17,TN,0.05
2020/07/17,TX,0.25
2020/07/17,UT,0.25
2020/07/17,VA,0.95
2020/07/17,VT,0.95
2020/07/17,WA,0.95
2020/07/17,WI,0.55
2020/07/17,WV,0.05
2020/07/17,WY,0.05
2020/09/04,AK,0.40
2020/09/04,AL,0.05
2020/09/04,AR,0.05
2020/09/04,AZ,0.55
2020/09/04,CA,0.95
2020/09/04,CO,0.95
2020/09/04,CT,0.95
2020/09/04,DC,0.95
2020/09/04,DE,0.95
2020/09/04,FL,0.55
2020/09/04,GA,0.50
2020/09/04,HI,0.95
2020/09/04,IA,0.45
2020/09/04,ID,0.05
2020/09/04,IL,0.95
2020/09/04,IN,0.05
2020/09/04,KS,0.25
2020/09/04,KY,0.05
2020/09/04,LA,0.05
2020/09/04,MA,0.95
2020/09/04,MD,0.95
2020/09/04,ME,0.95
2020/09/04,MI,0.60
2020/09/04,MN,0.75
2020/09/04,MO,0.25
2020/09/04,MS,0.05
2020/09/04,MT,0.40
2020/09/04,NC,0.50
2020/09/04,ND,0.05
2020/09/04,NE,0.05
2020/09/04,NH,0.60
2020/09/04,NJ,0.95
2020/09/04,NM,0.95
2020/09/04,NV,0.75
2020/09/04,NY,0.95
2020/09/04,OH,0.45
2020/09/04,OK,0.05
2020/09/04,OR,0.95
2020/09/04,PA,0.60
2020/09/04,RI,0.95
2020/09/04,SC,0.25
2020/09/04,SD,0.05
2020/09/04,TN,0.05
2020/09/04,TX,0.25
2020/09/04,UT,0.25
2020/09/04,VA,0.95
2020/09/04,VT,0.95
2020/09/04,WA,0.95
2020/09/04,WI,0.55
2020/09/04,WV,0.05
2020/09/04,WY,0.05
2020/09/18,AK,0.40
2020/09/18,AL,0.05
2020/09/18,AR,0.05
2020/09/18,AZ,0.55
2020/09/18,CA,0.95
2020/09/18,CO,0.95
2020/09/18,CT,0.95
2020/09/18,DC,0.95
2020/09/18,DE,0.95
2020/09/18,FL,0.55
2020/09/18,GA,0.50
2020/09/18,HI,0.95
2020/09/18,IA,0.45
2020/09/18,ID,0.05
2020/09/18,IL,0.95
2020/09/18,IN,0.05
2020/09/18,KS,0.25
2020/09/18,KY,0.05
2020/09/18,LA,0.05
2020/09/18,MA,0.95
2020/09/18,MD,0.95
2020/09/18,ME,0.95
2020/09/18,MI,0.60
2020/09/18,MN,0.75
2020/09/18,MO,0.25
2020/09/18,MS,0.05
2020/09/18,MT,0.40
2020/09/18,NC,0.50
2020/09/18,ND,0.05
2020/09/18,NE,0.05
2020/09/18,NH,0.60
2020/09/18,NJ,0.95
2020/09/18,NM,0.95
2020/09/18,NV,0.75
2020/09/18,NY,0.95
2020/09/18,OH,0.45
2020/09/18,OK,0.05
2020/09/18,OR,0.95
2020/09/18,PA,0.60
2020/09/18,RI,0.95
2020/09/18,SC,0.25
2020/09/18,SD,0.05
2020/09/18,TN,0.05
2020/09/18,TX,0.25
2020/09/18,UT,0.25
2020/09/18,VA,0.95
2020/09/18,VT,0.95
2020/09/18,WA,0.95
2020/09/18,WI,0.55
2020/09/18,WV,0.05
2020/09/18,WY,0.05
2020/10/01,AK,0.40
2020/10/01,AL,0.05
2020/10/01,AR,0.05
2020/10/01,AZ,0.55
2020/10/01,CA,0.95
2020/10/01,CO,0.95
2020/10/01,CT,0.95
2020/10/01,DC,0.95
2020/10/01,DE,0.95
2020/10/01,FL,0.55
2020/10/01,GA,0.50
2020/10/01,HI,0.95
2020/10/01,IA,0.45
2020/10/01,ID,0.05
2020/10/01,IL,0.95
2020/10/01,IN,0.05
2020/10/01,KS,0.25
2020/10/01,KY,0.05
2020/10/01,LA,0.05
2020/10/01,MA,0.95
2020/10/01,MD,0.95
2020/10/01,ME,0.95
2020/10/01,MI,0.60
2020/10/01,MN,0.75
2020/10/01,MO,0.25
2020/10/01,MS,0.05
2020/10/01,MT,0.40
2020/10/01,NC,0.50
2020/10/01,ND,0.05
2020/10/01,NE,0.05
2020/10/01,NH,0.60
2020/10/01,NJ,0.95
2020/10/01,NM,0.95
2020/10/01,NV,0.75
2020/10/01,NY,0.95
2020/10/01,OH,0.45
2020/10/01,OK,0.05
2020/10/01,OR,0.95
2020/10/01,PA,0.60
2020/10/01,RI,0.95
2020/10/01,SC,0.25
2020/10/01,SD,0.05
2020/10/01,TN,0.05
2020/10/01,TX,0.25
2020/10/01,UT,0.25
2020/10/01,VA,0.95
2020/10/01,VT,0.95
2020/10/01,WA,0.95
2020/10/01,WI,0.55
2020/10/01,WV,0.05
2020/10/01,WY,0.05
2020/10/16,AK,0.40
2020/10/16,AL,0.05
2020/10/16,AR,0.05
2020/10/16,AZ,0.55
2020/10/16,CA,0.95
2020/10/16,CO,0.95
2020/10/16,CT,0.95
2020/10/16,DC,0.95
2020/10/16,DE,0.95
2020/10/16,FL,0.55
2020/10/16,GA,0.50
2020/10/16,HI,0.95
2020/10/16,IA,0.50
2020/10/16,ID,0.05
2020/10/16,IL,0.95
2020/10/16,IN,0.05
2020/10/16,KS,0.40
2020/10/16,KY,0.05
2020/10/16,LA,0.05
2020/10/16,MA,0.95
2020/10/16,MD,0.95
2020/10/16,ME,0.95
2020/10/16,MI,0.60
2020/10/16,MN,0.75
2020/10/16,MO,0.40
2020/10/16,MS,0.05
2020/10/16,MT,0.40
2020/10/16,NC,0.50
2020/10/16,ND,0.05
2020/10/16,NE,0.05
2020/10/16,NH,0.75
2020/10/16,NJ,0.95
2020/10/16,NM,0.95
2020/10/16,NV,0.75
2020/10/16,NY,0.95
2020/10/16,OH,0.50
2020/10/16,OK,0.05
2020/10/16,OR,0.95
2020/10/16,PA,0.60
2020/10/16,RI,0.95
2020/10/16,SC,0.25
2020/10/16,SD,0.05
2020/10/16,TN,0.05
2020/10/16,TX,0.45
2020/10/16,UT,0.25
2020/10/16,VA,0.95
2020/10/16,VT,0.95
2020/10/16,WA,0.95
2020/10/16,WI,0.60
2020/10/16,WV,0.05
2020/10/16,WY,0.05
2020/10/28,AK,0.40
2020/10/28,AL,0.05
2020/10/28,AR,0.05
2020/10/28,AZ,0.55
2020/10/28,CA,0.95
2020/10/28,CO,0.95
2020/10/28,CT,0.95
2020/10/28,DC,0.95
2020/10/28,DE,0.95
2020/10/28,FL,0.55
2020/10/28,GA,0.55
2020/10/28,HI,0.95
2020/10/28,IA,0.50
2020/10/28,ID,0.05
2020/10/28,IL,0.95
2020/10/28,IN,0.05
2020/10/28,KS,0.40
2020/10/28,KY,0.05
2020/10/28,LA,0.05
2020/10/28,MA,0.95
2020/10/28,MD,0.95
2020/10/28,ME,0.95
2020/10/28,MI,0.60
2020/10/28,MN,0.75
2020/10/28,MO,0.40
2020/10/28,MS,0.05
2020/10/28,MT,0.40
2020/10/28,NC,0.55
2020/10/28,ND,0.05
2020/10/28,NE,0.05
2020/10/28,NH,0.75
2020/10/28,NJ,0.95
2020/10/28,NM,0.95
2020/10/28,NV,0.75
2020/10/28,NY,0.95
2020/10/28,OH,0.50
2020/10/28,OK,0.05
2020/10/28,OR,0.95
2020/10/28,PA,0.60
2020/10/28,RI,0.95
2020/10/28,SC,0.25
2020/10/28,SD,0.05
2020/10/28,TN,0.05
2020/10/28,TX,0.50
2020/10/28,UT,0.25
2020/10/28,VA,0.95
2020/10/28,VT,0.95
2020/10/28,WA,0.95
2020/10/28,WI,0.60
2020/10/28,WV,0.05
2020/10/28,WY,0.05
