Date,State,Rating
2020/09/10,AK,0.25
2020/09/10,AL,0.05
2020/09/10,AR,0.05
2020/09/10,AZ,0.5
2020/09/10,CA,0.95
2020/09/10,CO,0.75
2020/09/10,CT,0.95
2020/09/10,DC,0.95
2020/09/10,DE,0.95
2020/09/10,FL,0.5
2020/09/10,GA,0.4
2020/09/10,HI,0.95
2020/09/10,IA,0.4
2020/09/10,ID,0.05
2020/09/10,IL,0.95
2020/09/10,IN,0.25
2020/09/10,KS,0.25
2020/09/10,KY,0.05
2020/09/10,LA,0.05
2020/09/10,MA,0.95
2020/09/10,MD,0.95
2020/09/10,ME,0.75
2020/09/10,ME-01,0.95
2020/09/10,ME-02,0.4
2020/09/10,MI,0.6
2020/09/10,MN,0.6
2020/09/10,MO,0.25
2020/09/10,MS,0.05
2020/09/10,MT,0.25
2020/09/10,NC,0.5
2020/09/10,ND,0.05
2020/09/10,NE,0.05
2020/09/10,NE-01,0.05
2020/09/10,NE-02,0.6
2020/09/10,NE-03,0.05
2020/09/10,NH,0.6
2020/09/10,NJ,0.95
2020/09/10,NM,0.75
2020/09/10,NV,0.6
2020/09/10,NY,0.95
2020/09/10,OH,0.4
2020/09/10,OK,0.05
2020/09/10,OR,0.95
2020/09/10,PA,0.6
2020/09/10,RI,0.95
2020/09/10,SC,0.25
2020/09/10,SD,0.05
2020/09/10,TN,0.05
2020/09/10,TX,0.4
2020/09/10,UT,0.25
2020/09/10,VA,0.75
2020/09/10,VT,0.95
2020/09/10,WA,0.95
2020/09/10,WI,0.5
2020/09/10,WV,0.05
2020/09/10,WY,0.05
2020/09/21,AK,0.25
2020/09/21,AL,0.05
2020/09/21,AR,0.05
2020/09/21,AZ,0.5
2020/09/21,CA,0.95
2020/09/21,CO,0.75
2020/09/21,CT,0.95
2020/09/21,DC,0.95
2020/09/21,DE,0.95
2020/09/21,FL,0.5
2020/09/21,GA,0.4
2020/09/21,HI,0.95
2020/09/21,IA,0.4
2020/09/21,ID,0.05
2020/09/21,IL,0.95
2020/09/21,IN,0.25
2020/09/21,KS,0.25
2020/09/21,KY,0.05
2020/09/21,LA,0.05
2020/09/21,MA,0.95
2020/09/21,MD,0.95
2020/09/21,ME,0.75
2020/09/21,ME-01,0.95
2020/09/21,ME-02,0.5
2020/09/21,MI,0.6
2020/09/21,MN,0.6
2020/09/21,MO,0.25
2020/09/21,MS,0.05
2020/09/21,MT,0.25
2020/09/21,NC,0.5
2020/09/21,ND,0.05
2020/09/21,NE,0.05
2020/09/21,NE-01,0.05
2020/09/21,NE-02,0.6
2020/09/21,NE-03,0.05
2020/09/21,NH,0.6
2020/09/21,NJ,0.95
2020/09/21,NM,0.75
2020/09/21,NV,0.6
2020/09/21,NY,0.95
2020/09/21,OH,0.4
2020/09/21,OK,0.05
2020/09/21,OR,0.95
2020/09/21,PA,0.6
2020/09/21,RI,0.95
2020/09/21,SC,0.25
2020/09/21,SD,0.05
2020/09/21,TN,0.05
2020/09/21,TX,0.4
2020/09/21,UT,0.25
2020/09/21,VA,0.75
2020/09/21,VT,0.95
2020/09/21,WA,0.95
2020/09/21,WI,0.5
2020/09/21,WV,0.05
2020/09/21,WY,0.05
2020/10/01,AK,0.25
2020/10/01,AL,0.05
2020/10/01,AR,0.05
2020/10/01,AZ,0.5
2020/10/01,CA,0.95
2020/10/01,CO,0.75
2020/10/01,CT,0.95
2020/10/01,DC,0.95
2020/10/01,DE,0.95
2020/10/01,FL,0.5
2020/10/01,GA,0.4
2020/10/01,HI,0.95
2020/10/01,IA,0.5
2020/10/01,ID,0.05
2020/10/01,IL,0.95
2020/10/01,IN,0.25
2020/10/01,KS,0.25
2020/10/01,KY,0.05
2020/10/01,LA,0.05
2020/10/01,MA,0.95
2020/10/01,MD,0.95
2020/10/01,ME,0.75
2020/10/01,ME-01,0.95
2020/10/01,ME-02,0.5
2020/10/01,MI,0.6
2020/10/01,MN,0.75
2020/10/01,MO,0.25
2020/10/01,MS,0.05
2020/10/01,MT,0.25
2020/10/01,NC,0.5
2020/10/01,ND,0.05
2020/10/01,NE,0.05
2020/10/01,NE-01,0.05
2020/10/01,NE-02,0.6
2020/10/01,NE-03,0.05
2020/10/01,NH,0.6
2020/10/01,NJ,0.95
2020/10/01,NM,0.75
2020/10/01,NV,0.6
2020/10/01,NY,0.95
2020/10/01,OH,0.5
2020/10/01,OK,0.05
2020/10/01,OR,0.95
2020/10/01,PA,0.6
2020/10/01,RI,0.95
2020/10/01,SC,0.25
2020/10/01,SD,0.05
2020/10/01,TN,0.05
2020/10/01,TX,0.4
2020/10/01,UT,0.25
2020/10/01,VA,0.75
2020/10/01,VT,0.95
2020/10/01,WA,0.95
2020/10/01,WI,0.6
2020/10/01,WV,0.05
2020/10/01,WY,0.05
2020/10/08,AK,0.25
2020/10/08,AL,0.05
2020/10/08,AR,0.05
2020/10/08,AZ,0.6
2020/10/08,CA,0.95
2020/10/08,CO,0.75
2020/10/08,CT,0.95
2020/10/08,DC,0.95
2020/10/08,DE,0.95
2020/10/08,FL,0.5
2020/10/08,GA,0.5
2020/10/08,HI,0.95
2020/10/08,IA,0.5
2020/10/08,ID,0.05
2020/10/08,IL,0.95
2020/10/08,IN,0.25
2020/10/08,KS,0.25
2020/10/08,KY,0.05
2020/10/08,LA,0.05
2020/10/08,MA,0.95
2020/10/08,MD,0.95
2020/10/08,ME,0.75
2020/10/08,ME-01,0.95
2020/10/08,ME-02,0.5
2020/10/08,MI,0.6
2020/10/08,MN,0.75
2020/10/08,MO,0.25
2020/10/08,MS,0.05
2020/10/08,MT,0.25
2020/10/08,NC,0.5
2020/10/08,ND,0.05
2020/10/08,NE,0.05
2020/10/08,NE-01,0.05
2020/10/08,NE-02,0.6
2020/10/08,NE-03,0.05
2020/10/08,NH,0.75
2020/10/08,NJ,0.95
2020/10/08,NM,0.75
2020/10/08,NV,0.6
2020/10/08,NY,0.95
2020/10/08,OH,0.5
2020/10/08,OK,0.05
2020/10/08,OR,0.95
2020/10/08,PA,0.6
2020/10/08,RI,0.95
2020/10/08,SC,0.25
2020/10/08,SD,0.05
2020/10/08,TN,0.05
2020/10/08,TX,0.4
2020/10/08,UT,0.25
2020/10/08,VA,0.75
2020/10/08,VT,0.95
2020/10/08,WA,0.95
2020/10/08,WI,0.6
2020/10/08,WV,0.05
2020/10/08,WY,0.05
2020/11/02,AK,0.25
2020/11/02,AL,0.05
2020/11/02,AR,0.05
2020/11/02,AZ,0.6
2020/11/02,CA,0.95
2020/11/02,CO,0.75
2020/11/02,CT,0.95
2020/11/02,DC,0.95
2020/11/02,DE,0.95
2020/11/02,FL,0.4
2020/11/02,GA,0.6
2020/11/02,HI,0.95
2020/11/02,IA,0.4
2020/11/02,ID,0.05
2020/11/02,IL,0.95
2020/11/02,IN,0.25
2020/11/02,KS,0.25
2020/11/02,KY,0.05
2020/11/02,LA,0.05
2020/11/02,MA,0.95
2020/11/02,MD,0.95
2020/11/02,ME,0.75
2020/11/02,ME-01,0.95
2020/11/02,ME-02,0.4
2020/11/02,MI,0.6
2020/11/02,MN,0.75
2020/11/02,MO,0.25
2020/11/02,MS,0.05
2020/11/02,MT,0.25
2020/11/02,NC,0.6
2020/11/02,ND,0.05
2020/11/02,NE,0.05
2020/11/02,NE-01,0.05
2020/11/02,NE-02,0.6
2020/11/02,NE-03,0.05
2020/11/02,NH,0.75
2020/11/02,NJ,0.95
2020/11/02,NM,0.75
2020/11/02,NV,0.6
2020/11/02,NY,0.95
2020/11/02,OH,0.4
2020/11/02,OK,0.05
2020/11/02,OR,0.95
2020/11/02,PA,0.6
2020/11/02,RI,0.95
2020/11/02,SC,0.25
2020/11/02,SD,0.05
2020/11/02,TN,0.05
2020/11/02,TX,0.4
2020/11/02,UT,0.25
2020/11/02,VA,0.75
2020/11/02,VT,0.95
2020/11/02,WA,0.95
2020/11/02,WI,0.6
2020/11/02,WV,0.05
2020/11/02,WY,0.05
