date,state,dem_chance,rep_chance
Utah,3/3/20,1.5,98.5
Vermont,3/3/20,99.9,0.1
Virginia,3/3/20,79,21
Washington,3/3/20,95.98,4.02
West Virginia,3/3/20,0.07,99.93
Wisconsin,3/3/20,48.22,51.78
Wyoming,3/3/20,0,100
Maine CD-1,3/3/20,97.73,2.27
Maine CD-2,3/3/20,36.28,63.72
Nebraska CD-1,3/3/20,1.99,98.01
Nebraska CD-2,3/3/20,40.86,59.14
Nebraska CD-3,3/3/20,0,100
US,3/3/20,56.54,43.46
Alabama,3/4/20,0.36,99.64
Alaska,3/4/20,10.75,89.25
Arizona,3/4/20,42.2,57.8
Arkansas,3/4/20,0.36,99.64
California,3/4/20,99.79,0.21
Colorado,3/4/20,78.61,21.39
Connecticut,3/4/20,95.87,4.13
Delaware,3/4/20,97.24,2.76
District of Columbia,3/4/20,100,0
Florida,3/4/20,49.4,50.6
Georgia,3/4/20,27.7,72.3
Hawaii,3/4/20,99.99,0.01
Idaho,3/4/20,0.16,99.84
Illinois,3/4/20,96.48,3.52
Indiana,3/4/20,5.66,94.34
Iowa,3/4/20,32.41,67.59
Kansas,3/4/20,3.36,96.64
Kentucky,3/4/20,0.31,99.69
Louisiana,3/4/20,1.88,98.12
Maine,3/4/20,78.32,21.68
Maryland,3/4/20,99.78,0.22
Massachusetts,3/4/20,99.65,0.35
Michigan,3/4/20,62.77,37.23
Minnesota,3/4/20,68.69,31.31
Mississippi,3/4/20,2.64,97.36
Missouri,3/4/20,5.39,94.61
Montana,3/4/20,5.84,94.16
Nebraska,3/4/20,0.65,99.35
Nevada,3/4/20,67.41,32.59
New Hampshire,3/4/20,63.23,36.77
New Jersey,3/4/20,95.64,4.36
New Mexico,3/4/20,91.7,8.3
New York,3/4/20,99.25,0.75
North Carolina,3/4/20,48.47,51.53
North Dakota,3/4/20,0.08,99.92
Ohio,3/4/20,24.76,75.24
Oklahoma,3/4/20,0.03,99.97
Oregon,3/4/20,93.32,6.68
Pennsylvania,3/4/20,59.69,40.31
Rhode Island,3/4/20,97.94,2.06
South Carolina,3/4/20,8.31,91.69
South Dakota,3/4/20,0.38,99.62
Tennessee,3/4/20,0.62,99.38
Texas,3/4/20,20.4,79.6
Utah,3/4/20,1.42,98.58
Vermont,3/4/20,99.91,0.09
Virginia,3/4/20,78.68,21.32
Washington,3/4/20,96.14,3.86
West Virginia,3/4/20,0.04,99.96
Wisconsin,3/4/20,48.53,51.47
Wyoming,3/4/20,0,100
Maine CD-1,3/4/20,97.8,2.2
Maine CD-2,3/4/20,36.71,63.29
Nebraska CD-1,3/4/20,1.99,98.01
Nebraska CD-2,3/4/20,40.7,59.3
Nebraska CD-3,3/4/20,0,100
US,3/4/20,57.41,42.59
Alabama,3/5/20,0.3,99.7
Alaska,3/5/20,10.54,89.46
Arizona,3/5/20,42.14,57.86
Arkansas,3/5/20,0.37,99.63
California,3/5/20,99.83,0.17
Colorado,3/5/20,78.04,21.96
Connecticut,3/5/20,95.84,4.16
Delaware,3/5/20,97.18,2.82
District of Columbia,3/5/20,100,0
Florida,3/5/20,49.32,50.68
Georgia,3/5/20,27.43,72.57
Hawaii,3/5/20,99.98,0.02
Idaho,3/5/20,0.09,99.91
Illinois,3/5/20,96.48,3.52
Indiana,3/5/20,5.47,94.53
Iowa,3/5/20,26.8,73.2
Kansas,3/5/20,3.13,96.87
Kentucky,3/5/20,0.22,99.78
Louisiana,3/5/20,1.82,98.18
Maine,3/5/20,77.95,22.05
Maryland,3/5/20,99.8,0.2
Massachusetts,3/5/20,99.64,0.36
Michigan,3/5/20,62,38
Minnesota,3/5/20,68.42,31.58
Mississippi,3/5/20,2.54,97.46
Missouri,3/5/20,4.91,95.09
Montana,3/5/20,5.44,94.56
Nebraska,3/5/20,0.6,99.4
Nevada,3/5/20,67.24,32.76
New Hampshire,3/5/20,62.58,37.42
New Jersey,3/5/20,95.71,4.29
New Mexico,3/5/20,91.37,8.63
New York,3/5/20,99.38,0.62
North Carolina,3/5/20,47.95,52.05
North Dakota,3/5/20,0.12,99.88
Ohio,3/5/20,24.42,75.58
Oklahoma,3/5/20,0.06,99.94
Oregon,3/5/20,92.95,7.05
Pennsylvania,3/5/20,59.22,40.78
Rhode Island,3/5/20,97.88,2.12
South Carolina,3/5/20,7.99,92.01
South Dakota,3/5/20,0.35,99.65
Tennessee,3/5/20,0.57,99.43
Texas,3/5/20,20.25,79.75
Utah,3/5/20,1.41,98.59
Vermont,3/5/20,99.88,0.12
Virginia,3/5/20,79.06,20.94
Washington,3/5/20,96.01,3.99
West Virginia,3/5/20,0.06,99.94
Wisconsin,3/5/20,48.26,51.74
Wyoming,3/5/20,0,100
Maine CD-1,3/5/20,97.81,2.19
Maine CD-2,3/5/20,35.88,64.12
Nebraska CD-1,3/5/20,1.78,98.22
Nebraska CD-2,3/5/20,40.17,59.83
Nebraska CD-3,3/5/20,0,100
US,3/5/20,56.88,43.12
Alabama,3/6/20,0.3,99.7
Alaska,3/6/20,10.41,89.59
Arizona,3/6/20,42.47,57.53
Arkansas,3/6/20,0.35,99.65
California,3/6/20,99.84,0.16
Colorado,3/6/20,78.47,21.53
Connecticut,3/6/20,95.75,4.25
Delaware,3/6/20,97.24,2.76
District of Columbia,3/6/20,100,0
Florida,3/6/20,49.23,50.77
Georgia,3/6/20,27.5,72.5
Hawaii,3/6/20,99.99,0.01
Idaho,3/6/20,0.07,99.93
Illinois,3/6/20,96.55,3.45
Indiana,3/6/20,5.64,94.36
Iowa,3/6/20,26.52,73.48
Kansas,3/6/20,3.28,96.72
Kentucky,3/6/20,0.25,99.75
Louisiana,3/6/20,1.92,98.08
Maine,3/6/20,78.48,21.52
Maryland,3/6/20,99.78,0.22
Massachusetts,3/6/20,99.67,0.33
Michigan,3/6/20,62.4,37.6
Minnesota,3/6/20,68.62,31.38
Mississippi,3/6/20,2.57,97.43
Missouri,3/6/20,5.24,94.76
Montana,3/6/20,5.48,94.52
Nebraska,3/6/20,0.69,99.31
Nevada,3/6/20,67.36,32.64
New Hampshire,3/6/20,63.22,36.78
New Jersey,3/6/20,95.94,4.06
New Mexico,3/6/20,91.92,8.08
New York,3/6/20,99.23,0.77
North Carolina,3/6/20,48,52
North Dakota,3/6/20,0.16,99.84
Ohio,3/6/20,24.54,75.46
Oklahoma,3/6/20,0.02,99.98
Oregon,3/6/20,93.41,6.59
Pennsylvania,3/6/20,60.15,39.85
Rhode Island,3/6/20,98.01,1.99
South Carolina,3/6/20,8.05,91.95
South Dakota,3/6/20,0.41,99.59
Tennessee,3/6/20,0.62,99.38
Texas,3/6/20,20.3,79.7
Utah,3/6/20,1.34,98.66
Vermont,3/6/20,99.92,0.08
Virginia,3/6/20,79.23,20.77
Washington,3/6/20,97.15,2.85
West Virginia,3/6/20,0.06,99.94
Wisconsin,3/6/20,48.85,51.15
Wyoming,3/6/20,0,100
Maine CD-1,3/6/20,97.97,2.03
Maine CD-2,3/6/20,36.62,63.38
Nebraska CD-1,3/6/20,2.05,97.95
Nebraska CD-2,3/6/20,40.64,59.36
Nebraska CD-3,3/6/20,0,100
US,3/6/20,57.27,42.73
Alabama,3/7/20,0.32,99.68
Alaska,3/7/20,10.82,89.18
Arizona,3/7/20,41.79,58.21
Arkansas,3/7/20,0.39,99.61
California,3/7/20,99.86,0.14
Colorado,3/7/20,79.07,20.93
Connecticut,3/7/20,95.78,4.22
Delaware,3/7/20,97.22,2.78
District of Columbia,3/7/20,100,0
Florida,3/7/20,48.59,51.41
Georgia,3/7/20,28.16,71.84
Hawaii,3/7/20,99.99,0.01
Idaho,3/7/20,0.1,99.9
Illinois,3/7/20,96.66,3.34
Indiana,3/7/20,5.42,94.58
Iowa,3/7/20,27.08,72.92
Kansas,3/7/20,3.08,96.92
Kentucky,3/7/20,0.26,99.74
Louisiana,3/7/20,1.97,98.03
Maine,3/7/20,78.73,21.27
Maryland,3/7/20,99.77,0.23
Massachusetts,3/7/20,99.62,0.38
Michigan,3/7/20,62.4,37.6
Minnesota,3/7/20,68.9,31.1
Mississippi,3/7/20,2.48,97.52
Missouri,3/7/20,4.77,95.23
Montana,3/7/20,5.58,94.42
Nebraska,3/7/20,0.58,99.42
Nevada,3/7/20,67.74,32.26
New Hampshire,3/7/20,63.55,36.45
New Jersey,3/7/20,95.7,4.3
New Mexico,3/7/20,91.98,8.02
New York,3/7/20,99.32,0.68
North Carolina,3/7/20,48.22,51.78
North Dakota,3/7/20,0.07,99.93
Ohio,3/7/20,24.8,75.2
Oklahoma,3/7/20,0.03,99.97
Oregon,3/7/20,93.56,6.44
Pennsylvania,3/7/20,60.14,39.86
Rhode Island,3/7/20,97.92,2.08
South Carolina,3/7/20,8.02,91.98
South Dakota,3/7/20,0.34,99.66
Tennessee,3/7/20,0.62,99.38
Texas,3/7/20,20.5,79.5
Utah,3/7/20,1.4,98.6
Vermont,3/7/20,99.92,0.08
Virginia,3/7/20,79.78,20.22
Washington,3/7/20,97.14,2.86
West Virginia,3/7/20,0.05,99.95
Wisconsin,3/7/20,49.92,50.08
Wyoming,3/7/20,0,100
Maine CD-1,3/7/20,97.94,2.06
Maine CD-2,3/7/20,37.02,62.98
Nebraska CD-1,3/7/20,1.93,98.07
Nebraska CD-2,3/7/20,40.67,59.33
Nebraska CD-3,3/7/20,0,100
US,3/7/20,57.38,42.62
Alabama,3/8/20,0.4,99.6
Alaska,3/8/20,11.65,88.35
Arizona,3/8/20,44.75,55.25
Arkansas,3/8/20,0.47,99.53
California,3/8/20,99.84,0.16
Colorado,3/8/20,80.3,19.7
Connecticut,3/8/20,96.31,3.69
Delaware,3/8/20,97.58,2.42
District of Columbia,3/8/20,100,0
Florida,3/8/20,51.16,48.84
Georgia,3/8/20,29.98,70.02
Hawaii,3/8/20,99.98,0.02
Idaho,3/8/20,0.13,99.87
Illinois,3/8/20,97.06,2.94
Indiana,3/8/20,6.24,93.76
Iowa,3/8/20,29.31,70.69
Kansas,3/8/20,3.47,96.53
Kentucky,3/8/20,0.3,99.7
Louisiana,3/8/20,2.41,97.59
Maine,3/8/20,80.37,19.63
Maryland,3/8/20,99.86,0.14
Massachusetts,3/8/20,99.69,0.31
Michigan,3/8/20,67.25,32.75
Minnesota,3/8/20,71.29,28.71
Mississippi,3/8/20,2.72,97.28
Missouri,3/8/20,5.69,94.31
Montana,3/8/20,6.13,93.87
Nebraska,3/8/20,0.82,99.18
Nevada,3/8/20,69.59,30.41
New Hampshire,3/8/20,65.6,34.4
New Jersey,3/8/20,96.17,3.83
New Mexico,3/8/20,92.58,7.42
New York,3/8/20,99.35,0.65
North Carolina,3/8/20,50.9,49.1
North Dakota,3/8/20,0.14,99.86
Ohio,3/8/20,26.61,73.39
Oklahoma,3/8/20,0.06,99.94
Oregon,3/8/20,93.84,6.16
Pennsylvania,3/8/20,63.82,36.18
Rhode Island,3/8/20,98.37,1.63
South Carolina,3/8/20,8.82,91.18
South Dakota,3/8/20,0.42,99.58
Tennessee,3/8/20,0.67,99.33
Texas,3/8/20,22.46,77.54
Utah,3/8/20,1.62,98.38
Vermont,3/8/20,99.88,0.12
Virginia,3/8/20,81.11,18.89
Washington,3/8/20,97.36,2.64
West Virginia,3/8/20,0.05,99.95
Wisconsin,3/8/20,52.89,47.11
Wyoming,3/8/20,0,100
Maine CD-1,3/8/20,98.25,1.75
Maine CD-2,3/8/20,38.32,61.68
Nebraska CD-1,3/8/20,2.46,97.54
Nebraska CD-2,3/8/20,42.91,57.09
Nebraska CD-3,3/8/20,0,100
US,3/8/20,60.86,39.14
Alabama,3/9/20,0.32,99.68
Alaska,3/9/20,11.44,88.56
Arizona,3/9/20,43.4,56.6
Arkansas,3/9/20,0.38,99.62
California,3/9/20,99.84,0.16
Colorado,3/9/20,79.78,20.22
Connecticut,3/9/20,96.16,3.84
Delaware,3/9/20,97.42,2.58
District of Columbia,3/9/20,100,0
Florida,3/9/20,50.06,49.94
Georgia,3/9/20,28.84,71.16
Hawaii,3/9/20,99.99,0.01
Idaho,3/9/20,0.15,99.85
Illinois,3/9/20,96.77,3.23
Indiana,3/9/20,5.63,94.37
Iowa,3/9/20,28.75,71.25
Kansas,3/9/20,3.31,96.69
Kentucky,3/9/20,0.32,99.68
Louisiana,3/9/20,2.06,97.94
Maine,3/9/20,79.76,20.24
Maryland,3/9/20,99.75,0.25
Massachusetts,3/9/20,99.71,0.29
Michigan,3/9/20,65.1,34.9
Minnesota,3/9/20,70.17,29.83
Mississippi,3/9/20,2.73,97.27
Missouri,3/9/20,5.35,94.65
Montana,3/9/20,5.81,94.19
Nebraska,3/9/20,0.72,99.28
Nevada,3/9/20,68.71,31.29
New Hampshire,3/9/20,65.4,34.6
New Jersey,3/9/20,95.99,4.01
New Mexico,3/9/20,92.18,7.82
New York,3/9/20,99.43,0.57
North Carolina,3/9/20,49.88,50.12
North Dakota,3/9/20,0.12,99.88
Ohio,3/9/20,25.99,74.01
Oklahoma,3/9/20,0.03,99.97
Oregon,3/9/20,93.56,6.44
Pennsylvania,3/9/20,63.02,36.98
Rhode Island,3/9/20,98.17,1.83
South Carolina,3/9/20,8.34,91.66
South Dakota,3/9/20,0.4,99.6
Tennessee,3/9/20,0.69,99.31
Texas,3/9/20,21.37,78.63
Utah,3/9/20,1.59,98.41
Vermont,3/9/20,99.91,0.09
Virginia,3/9/20,80.26,19.74
Washington,3/9/20,97.29,2.71
West Virginia,3/9/20,0.07,99.93
Wisconsin,3/9/20,51.5,48.5
Wyoming,3/9/20,0.01,99.99
Maine CD-1,3/9/20,98.03,1.97
Maine CD-2,3/9/20,37.62,62.38
Nebraska CD-1,3/9/20,2.16,97.84
Nebraska CD-2,3/9/20,42.28,57.72
Nebraska CD-3,3/9/20,0,100
US,3/9/20,59.25,40.75
Alabama,3/10/20,0.26,99.74
Alaska,3/10/20,11.27,88.73
Arizona,3/10/20,42.79,57.21
Arkansas,3/10/20,0.41,99.59
California,3/10/20,99.81,0.19
Colorado,3/10/20,79.48,20.52
Connecticut,3/10/20,96,4
Delaware,3/10/20,97.31,2.69
District of Columbia,3/10/20,100,0
Florida,3/10/20,49.45,50.55
Georgia,3/10/20,28.63,71.37
Hawaii,3/10/20,100,0
Idaho,3/10/20,0.14,99.86
Illinois,3/10/20,96.78,3.22
Indiana,3/10/20,5.62,94.38
Iowa,3/10/20,27.5,72.5
Kansas,3/10/20,3.32,96.68
Kentucky,3/10/20,0.31,99.69
Louisiana,3/10/20,2.14,97.86
Maine,3/10/20,79.12,20.88
Maryland,3/10/20,99.77,0.23
Massachusetts,3/10/20,99.66,0.34
Michigan,3/10/20,64,36
Minnesota,3/10/20,69.94,30.06
Mississippi,3/10/20,2.64,97.36
Missouri,3/10/20,5.28,94.72
Montana,3/10/20,5.58,94.42
Nebraska,3/10/20,0.75,99.25
Nevada,3/10/20,68.02,31.98
New Hampshire,3/10/20,64.42,35.58
New Jersey,3/10/20,95.75,4.25
New Mexico,3/10/20,91.93,8.07
New York,3/10/20,99.26,0.74
North Carolina,3/10/20,49.24,50.76
North Dakota,3/10/20,0.17,99.83
Ohio,3/10/20,25.51,74.49
Oklahoma,3/10/20,0.04,99.96
Oregon,3/10/20,93.24,6.76
Pennsylvania,3/10/20,61.74,38.26
Rhode Island,3/10/20,97.96,2.04
South Carolina,3/10/20,8.32,91.68
South Dakota,3/10/20,0.47,99.53
Tennessee,3/10/20,0.65,99.35
Texas,3/10/20,21.1,78.9
Utah,3/10/20,1.55,98.45
Vermont,3/10/20,99.92,0.08
Virginia,3/10/20,80.21,19.79
Washington,3/10/20,97.2,2.8
West Virginia,3/10/20,0.07,99.93
Wisconsin,3/10/20,50.74,49.26
Wyoming,3/10/20,0,100
Maine CD-1,3/10/20,98.06,1.94
Maine CD-2,3/10/20,37.41,62.59
Nebraska CD-1,3/10/20,2.04,97.96
Nebraska CD-2,3/10/20,41.45,58.55
Nebraska CD-3,3/10/20,0,100
US,3/10/20,58.64,41.36
Alabama,3/11/20,0.29,99.71
Alaska,3/11/20,11.07,88.93
Arizona,3/11/20,45.23,54.77
Arkansas,3/11/20,0.34,99.66
California,3/11/20,99.81,0.19
Colorado,3/11/20,79.02,20.98
Connecticut,3/11/20,95.93,4.07
Delaware,3/11/20,97.24,2.76
District of Columbia,3/11/20,100,0
Florida,3/11/20,48.95,51.05
Georgia,3/11/20,28.15,71.85
Hawaii,3/11/20,99.99,0.01
Idaho,3/11/20,0.12,99.88
Illinois,3/11/20,96.8,3.2
Indiana,3/11/20,5.6,94.4
Iowa,3/11/20,28.01,71.99
Kansas,3/11/20,3.36,96.64
Kentucky,3/11/20,0.26,99.74
Louisiana,3/11/20,1.94,98.06
Maine,3/11/20,79.12,20.88
Maryland,3/11/20,99.79,0.21
Massachusetts,3/11/20,99.65,0.35
Michigan,3/11/20,64.18,35.82
Minnesota,3/11/20,69.78,30.22
Mississippi,3/11/20,2.5,97.5
Missouri,3/11/20,5.21,94.79
Montana,3/11/20,6,94
Nebraska,3/11/20,0.69,99.31
Nevada,3/11/20,68.39,31.61
New Hampshire,3/11/20,64.4,35.6
New Jersey,3/11/20,95.74,4.26
New Mexico,3/11/20,91.75,8.25
New York,3/11/20,99.3,0.7
North Carolina,3/11/20,48.8,51.2
North Dakota,3/11/20,0.12,99.88
Ohio,3/11/20,25.28,74.72
Oklahoma,3/11/20,0.03,99.97
Oregon,3/11/20,93.39,6.61
Pennsylvania,3/11/20,62.01,37.99
Rhode Island,3/11/20,97.9,2.1
South Carolina,3/11/20,8.16,91.84
South Dakota,3/11/20,0.34,99.66
Tennessee,3/11/20,0.58,99.42
Texas,3/11/20,20.88,79.12
Utah,3/11/20,1.38,98.62
Vermont,3/11/20,99.9,0.1
Virginia,3/11/20,79.7,20.3
Washington,3/11/20,96.98,3.02
West Virginia,3/11/20,0.07,99.93
Wisconsin,3/11/20,50.93,49.07
Wyoming,3/11/20,0.01,99.99
Maine CD-1,3/11/20,97.84,2.16
Maine CD-2,3/11/20,37.51,62.49
Nebraska CD-1,3/11/20,2.11,97.89
Nebraska CD-2,3/11/20,41.58,58.42
Nebraska CD-3,3/11/20,0,100
US,3/11/20,58.51,41.49
Alabama,3/12/20,0.21,99.79
Alaska,3/12/20,10.81,89.19
Arizona,3/12/20,44.71,55.29
Arkansas,3/12/20,0.39,99.61
California,3/12/20,99.86,0.14
Colorado,3/12/20,78.72,21.28
Connecticut,3/12/20,96.51,3.49
Delaware,3/12/20,97.27,2.73
District of Columbia,3/12/20,100,0
Florida,3/12/20,47.16,52.84
Georgia,3/12/20,27.31,72.69
Hawaii,3/12/20,100,0
Idaho,3/12/20,0.14,99.86
Illinois,3/12/20,96.58,3.42
Indiana,3/12/20,5.28,94.72
Iowa,3/12/20,27.01,72.99
Kansas,3/12/20,3.28,96.72
Kentucky,3/12/20,0.26,99.74
Louisiana,3/12/20,1.74,98.26
Maine,3/12/20,78.84,21.16
Maryland,3/12/20,99.75,0.25
Massachusetts,3/12/20,99.69,0.31
Michigan,3/12/20,62.87,37.13
Minnesota,3/12/20,69.28,30.72
Mississippi,3/12/20,2.4,97.6
Missouri,3/12/20,5,95
Montana,3/12/20,5.64,94.36
Nebraska,3/12/20,0.58,99.42
Nevada,3/12/20,68.04,31.96
New Hampshire,3/12/20,63.78,36.22
New Jersey,3/12/20,95.8,4.2
New Mexico,3/12/20,91.79,8.21
New York,3/12/20,99.38,0.62
North Carolina,3/12/20,47.79,52.21
North Dakota,3/12/20,0.14,99.86
Ohio,3/12/20,24.41,75.59
Oklahoma,3/12/20,0.02,99.98
Oregon,3/12/20,93.47,6.53
Pennsylvania,3/12/20,60.82,39.18
Rhode Island,3/12/20,97.84,2.16
South Carolina,3/12/20,7.74,92.26
South Dakota,3/12/20,0.33,99.67
Tennessee,3/12/20,0.56,99.44
Texas,3/12/20,20,80
Utah,3/12/20,1.37,98.63
Vermont,3/12/20,99.89,0.11
Virginia,3/12/20,79.41,20.59
Washington,3/12/20,97.06,2.94
West Virginia,3/12/20,0.03,99.97
Wisconsin,3/12/20,49.31,50.69
Wyoming,3/12/20,0,100
Maine CD-1,3/12/20,97.88,2.12
Maine CD-2,3/12/20,36.5,63.5
Nebraska CD-1,3/12/20,1.89,98.11
Nebraska CD-2,3/12/20,40.68,59.32
Nebraska CD-3,3/12/20,0,100
US,3/12/20,57.32,42.68
Alabama,3/13/20,0.24,99.76
Alaska,3/13/20,10.79,89.21
Arizona,3/13/20,43.95,56.05
Arkansas,3/13/20,0.46,99.54
California,3/13/20,99.82,0.18
Colorado,3/13/20,78.86,21.14
Connecticut,3/13/20,96.45,3.55
Delaware,3/13/20,97.43,2.57
District of Columbia,3/13/20,100,0
Florida,3/13/20,47.28,52.72
Georgia,3/13/20,27.58,72.42
Hawaii,3/13/20,99.97,0.03
Idaho,3/13/20,0.14,99.86
Illinois,3/13/20,96.7,3.3
Indiana,3/13/20,5.54,94.46
Iowa,3/13/20,27.42,72.58
Kansas,3/13/20,3.43,96.57
Kentucky,3/13/20,0.24,99.76
Louisiana,3/13/20,1.86,98.14
Maine,3/13/20,79.04,20.96
Maryland,3/13/20,99.79,0.21
Massachusetts,3/13/20,99.62,0.38
Michigan,3/13/20,63.42,36.58
Minnesota,3/13/20,69.47,30.53
Mississippi,3/13/20,2.53,97.47
Missouri,3/13/20,5,95
Montana,3/13/20,5.69,94.31
Nebraska,3/13/20,0.58,99.42
Nevada,3/13/20,67.87,32.13
New Hampshire,3/13/20,64.32,35.68
New Jersey,3/13/20,95.97,4.03
New Mexico,3/13/20,92.04,7.96
New York,3/13/20,99.36,0.64
North Carolina,3/13/20,48.36,51.64
North Dakota,3/13/20,0.1,99.9
Ohio,3/13/20,31.77,68.23
