date,state,dem_chance,rep_chance
9/30/20,Louisiana,0.0936,0.9064
9/30/20,Kentucky,0.015175,0.984825
9/30/20,Kansas,0.05665,0.94335
9/30/20,Iowa,0.3865,0.6135
9/30/20,Indiana,0.036325,0.963675
9/30/20,Illinois,0.9926,0.0074
9/30/20,Idaho,0.004,0.996
9/30/20,Hawaii,0.98845,0.01155
9/30/20,Georgia,0.411375,0.588625
9/30/20,Florida,0.586325,0.413675
9/30/20,District of Columbia,1,0
9/30/20,Delaware,0.998825,0.001175
9/30/20,Connecticut,0.9904,0.0096
9/30/20,Colorado,0.87835,0.12165
9/30/20,California,0.997725,0.002275
9/30/20,Arkansas,0.057975,0.942025
9/30/20,Arizona,0.61895,0.38105
9/30/20,Alaska,0.213025,0.786975
9/30/20,Alabama,0.0287,0.9713
9/29/20,Wyoming,0.0019,0.9981
9/29/20,Wisconsin,0.8127,0.1873
9/29/20,West Virginia,0.00615,0.99385
9/29/20,Washington,0.98975,0.01025
9/29/20,Virginia,0.960325,0.039675
9/29/20,Vermont,0.985725,0.014275
9/29/20,Utah,0.034025,0.965975
9/29/20,Texas,0.2815,0.7185
9/29/20,Tennessee,0.03675,0.96325
9/29/20,South Dakota,0.026875,0.973125
9/29/20,South Carolina,0.1098,0.8902
9/29/20,Rhode Island,0.991925,0.008075
9/29/20,Pennsylvania,0.7851,0.2149
9/29/20,Oregon,0.9272,0.0728
9/29/20,Oklahoma,0.005725,0.994275
9/29/20,Ohio,0.5202,0.4798
9/29/20,North Dakota,0.00915,0.99085
9/29/20,North Carolina,0.528975,0.471025
9/29/20,New York,0.9995,0.0005
9/29/20,New Mexico,0.950575,0.049425
9/29/20,New Jersey,0.9762,0.0238
9/29/20,New Hampshire,0.76705,0.23295
9/29/20,Nevada,0.819675,0.180325
9/29/20,Nebraska,0.01035,0.98965
9/29/20,NE-3,0.000225,0.999775
9/29/20,NE-2,0.6552,0.3448
9/29/20,NE-1,0.049125,0.950875
9/29/20,Montana,0.126575,0.873425
9/29/20,Missouri,0.0892,0.9108
9/29/20,Mississippi,0.13315,0.86685
9/29/20,Minnesota,0.8774,0.1226
9/29/20,Michigan,0.856125,0.143875
9/29/20,Massachusetts,0.99875,0.00125
9/29/20,Maryland,0.998975,0.001025
9/29/20,Maine,0.883125,0.116875
9/29/20,ME-2,0.526575,0.473425
9/29/20,ME-1,0.972175,0.027825
9/29/20,Louisiana,0.092025,0.907975
9/29/20,Kentucky,0.0142,0.9858
9/29/20,Kansas,0.063175,0.936825
9/29/20,Iowa,0.3708,0.6292
9/29/20,Indiana,0.034425,0.965575
9/29/20,Illinois,0.9925,0.0075
9/29/20,Idaho,0.003775,0.996225
9/29/20,Hawaii,0.98955,0.01045
9/29/20,Georgia,0.409575,0.590425
9/29/20,Florida,0.58105,0.41895
9/29/20,District of Columbia,1,0
9/29/20,Delaware,0.999,0.001
9/29/20,Connecticut,0.991025,0.008975
9/29/20,Colorado,0.877125,0.122875
9/29/20,California,0.99815,0.00185
9/29/20,Arkansas,0.056425,0.943575
9/29/20,Arizona,0.61565,0.38435
9/29/20,Alaska,0.2123,0.7877
9/29/20,Alabama,0.02795,0.97205
9/28/20,Wyoming,0.0016,0.9984
9/28/20,Wisconsin,0.812725,0.187275
9/28/20,West Virginia,0.00635,0.99365
9/28/20,Washington,0.989025,0.010975
9/28/20,Virginia,0.957175,0.042825
9/28/20,Vermont,0.98545,0.01455
9/28/20,Utah,0.034875,0.965125
9/28/20,Texas,0.284425,0.715575
9/28/20,Tennessee,0.037575,0.962425
9/28/20,South Dakota,0.02625,0.97375
9/28/20,South Carolina,0.1093,0.8907
9/28/20,Rhode Island,0.991725,0.008275
9/28/20,Pennsylvania,0.777675,0.222325
9/28/20,Oregon,0.9257,0.0743
9/28/20,Oklahoma,0.006,0.994
9/28/20,Ohio,0.51425,0.48575
9/28/20,North Dakota,0.0083,0.9917
9/28/20,North Carolina,0.53765,0.46235
9/28/20,New York,0.999375,0.000625
9/28/20,New Mexico,0.94855,0.05145
9/28/20,New Jersey,0.976025,0.023975
9/28/20,New Hampshire,0.738375,0.261625
9/28/20,Nevada,0.820325,0.179675
9/28/20,Nebraska,0.01065,0.98935
9/28/20,NE-3,0.00035,0.99965
9/28/20,NE-2,0.653975,0.346025
9/28/20,NE-1,0.04975,0.95025
9/28/20,Montana,0.128675,0.871325
9/28/20,Missouri,0.090975,0.909025
9/28/20,Mississippi,0.132625,0.867375
9/28/20,Minnesota,0.87685,0.12315
9/28/20,Michigan,0.854175,0.145825
9/28/20,Massachusetts,0.998475,0.001525
9/28/20,Maryland,0.998825,0.001175
9/28/20,Maine,0.882525,0.117475
9/28/20,ME-2,0.52915,0.47085
9/28/20,ME-1,0.971525,0.028475
9/28/20,Louisiana,0.09235,0.90765
9/28/20,Kentucky,0.014525,0.985475
9/28/20,Kansas,0.063125,0.936875
9/28/20,Iowa,0.3718,0.6282
9/28/20,Indiana,0.034975,0.965025
9/28/20,Illinois,0.9926,0.0074
9/28/20,Idaho,0.003675,0.996325
9/28/20,Hawaii,0.9898,0.0102
9/28/20,Georgia,0.360575,0.639425
9/28/20,Florida,0.578375,0.421625
9/28/20,District of Columbia,1,0
9/28/20,Delaware,0.99905,0.00095
9/28/20,Connecticut,0.99085,0.00915
9/28/20,Colorado,0.87525,0.12475
9/28/20,California,0.998275,0.001725
9/28/20,Arkansas,0.056625,0.943375
9/28/20,Arizona,0.635525,0.364475
9/28/20,Alaska,0.212425,0.787575
9/28/20,Alabama,0.026975,0.973025
9/27/20,Wyoming,0.001575,0.998425
9/27/20,Wisconsin,0.8169,0.1831
9/27/20,West Virginia,0.006525,0.993475
9/27/20,Washington,0.99025,0.00975
9/27/20,Virginia,0.959675,0.040325
9/27/20,Vermont,0.98635,0.01365
9/27/20,Utah,0.03545,0.96455
9/27/20,Texas,0.2964,0.7036
9/27/20,Tennessee,0.03905,0.96095
9/27/20,South Dakota,0.028475,0.971525
9/27/20,South Carolina,0.1122,0.8878
9/27/20,Rhode Island,0.992475,0.007525
9/27/20,Pennsylvania,0.7685,0.2315
9/27/20,Oregon,0.929425,0.070575
9/27/20,Oklahoma,0.006175,0.993825
9/27/20,Ohio,0.521075,0.478925
9/27/20,North Dakota,0.008225,0.991775
9/27/20,North Carolina,0.5457,0.4543
9/27/20,New York,0.9995,0.0005
9/27/20,New Mexico,0.9504,0.0496
9/27/20,New Jersey,0.976375,0.023625
9/27/20,New Hampshire,0.7431,0.2569
9/27/20,Nevada,0.821525,0.178475
9/27/20,Nebraska,0.009725,0.990275
9/27/20,NE-3,0.000325,0.999675
9/27/20,NE-2,0.621375,0.378625
9/27/20,NE-1,0.05215,0.94785
9/27/20,Montana,0.130525,0.869475
9/27/20,Missouri,0.0927,0.9073
9/27/20,Mississippi,0.134575,0.865425
9/27/20,Minnesota,0.88035,0.11965
9/27/20,Michigan,0.856275,0.143725
9/27/20,Massachusetts,0.99845,0.00155
9/27/20,Maryland,0.998825,0.001175
9/27/20,Maine,0.8844,0.1156
9/27/20,ME-2,0.5305,0.4695
9/27/20,ME-1,0.971675,0.028325
9/27/20,Louisiana,0.09485,0.90515
9/27/20,Kentucky,0.01485,0.98515
9/27/20,Kansas,0.06625,0.93375
9/27/20,Iowa,0.376175,0.623825
9/27/20,Indiana,0.03765,0.96235
9/27/20,Illinois,0.9977,0.0023
9/27/20,Idaho,0.0043,0.9957
9/27/20,Hawaii,0.990125,0.009875
9/27/20,Georgia,0.36545,0.63455
9/27/20,Florida,0.578775,0.421225
9/27/20,District of Columbia,1,0
9/27/20,Delaware,0.998975,0.001025
9/27/20,Connecticut,0.991025,0.008975
9/27/20,Colorado,0.880775,0.119225
9/27/20,California,0.998,0.002
9/27/20,Arkansas,0.05615,0.94385
9/27/20,Arizona,0.6401,0.3599
9/27/20,Alaska,0.195675,0.804325
9/27/20,Alabama,0.028775,0.971225
9/26/20,Wyoming,0.001725,0.998275
9/26/20,Wisconsin,0.8049,0.1951
9/26/20,West Virginia,0.00635,0.99365
9/26/20,Washington,0.99025,0.00975
9/26/20,Virginia,0.956575,0.043425
9/26/20,Vermont,0.98565,0.01435
9/26/20,Utah,0.036475,0.963525
9/26/20,Texas,0.294125,0.705875
9/26/20,Tennessee,0.038525,0.961475
9/26/20,South Dakota,0.027925,0.972075
9/26/20,South Carolina,0.127125,0.872875
9/26/20,Rhode Island,0.992325,0.007675
9/26/20,Pennsylvania,0.762075,0.237925
9/26/20,Oregon,0.928175,0.071825
9/26/20,Oklahoma,0.00595,0.99405
9/26/20,Ohio,0.5163,0.4837
9/26/20,North Dakota,0.008375,0.991625
9/26/20,North Carolina,0.539625,0.460375
9/26/20,New York,0.999575,0.000425
9/26/20,New Mexico,0.948525,0.051475
9/26/20,New Jersey,0.97615,0.02385
9/26/20,New Hampshire,0.741925,0.258075
9/26/20,Nevada,0.827925,0.172075
9/26/20,Nebraska,0.010825,0.989175
9/26/20,NE-3,0.000325,0.999675
9/26/20,NE-2,0.619425,0.380575
9/26/20,NE-1,0.05175,0.94825
9/26/20,Montana,0.12925,0.87075
9/26/20,Missouri,0.093225,0.906775
9/26/20,Mississippi,0.13475,0.86525
9/26/20,Minnesota,0.87525,0.12475
9/26/20,Michigan,0.852675,0.147325
9/26/20,Massachusetts,0.9984,0.0016
9/26/20,Maryland,0.9987,0.0013
9/26/20,Maine,0.88175,0.11825
9/26/20,ME-2,0.529525,0.470475
9/26/20,ME-1,0.971675,0.028325
9/26/20,Louisiana,0.094275,0.905725
9/26/20,Kentucky,0.014625,0.985375
9/26/20,Kansas,0.0674,0.9326
9/26/20,Iowa,0.3731,0.6269
9/26/20,Indiana,0.037725,0.962275
9/26/20,Illinois,0.997525,0.002475
9/26/20,Idaho,0.004175,0.995825
9/26/20,Hawaii,0.98965,0.01035
9/26/20,Georgia,0.370325,0.629675
9/26/20,Florida,0.5775,0.4225
9/26/20,District of Columbia,1,0
9/26/20,Delaware,0.9988,0.0012
9/26/20,Connecticut,0.989875,0.010125
9/26/20,Colorado,0.8774,0.1226
9/26/20,California,0.99805,0.00195
9/26/20,Arkansas,0.05805,0.94195
9/26/20,Arizona,0.6392,0.3608
9/26/20,Alaska,0.195975,0.804025
9/26/20,Alabama,0.0289,0.9711
9/25/20,Wyoming,0.001675,0.998325
9/25/20,Wisconsin,0.802525,0.197475
9/25/20,West Virginia,0.00705,0.99295
9/25/20,Washington,0.989425,0.010575
9/25/20,Virginia,0.956525,0.043475
9/25/20,Vermont,0.985775,0.014225
9/25/20,Utah,0.036,0.964
9/25/20,Texas,0.290775,0.709225
9/25/20,Tennessee,0.037375,0.962625
9/25/20,South Dakota,0.028975,0.971025
9/25/20,South Carolina,0.127,0.873
9/25/20,Rhode Island,0.99215,0.00785
9/25/20,Pennsylvania,0.758625,0.241375
9/25/20,Oregon,0.927425,0.072575
9/25/20,Oklahoma,0.0061,0.9939
9/25/20,Ohio,0.5158,0.4842
9/25/20,North Dakota,0.0083,0.9917
9/25/20,North Carolina,0.5397,0.4603
9/25/20,New York,0.999525,0.000475
9/25/20,New Mexico,0.946825,0.053175
9/25/20,New Jersey,0.975625,0.024375
9/25/20,New Hampshire,0.739525,0.260475
9/25/20,Nevada,0.8239,0.1761
9/25/20,Nebraska,0.010575,0.989425
9/25/20,NE-3,0.00035,0.99965
9/25/20,NE-2,0.62,0.38
9/25/20,NE-1,0.0535,0.9465
9/25/20,Montana,0.13125,0.86875
9/25/20,Missouri,0.09545,0.90455
9/25/20,Mississippi,0.1343,0.8657
9/25/20,Minnesota,0.8865,0.1135
9/25/20,Michigan,0.85285,0.14715
9/25/20,Massachusetts,0.9985,0.0015
9/25/20,Maryland,0.9988,0.0012
9/25/20,Maine,0.882475,0.117525
9/25/20,ME-2,0.527825,0.472175
9/25/20,ME-1,0.971525,0.028475
9/25/20,Louisiana,0.094425,0.905575
9/25/20,Kentucky,0.015225,0.984775
9/25/20,Kansas,0.068275,0.931725
9/25/20,Iowa,0.37285,0.62715
9/25/20,Indiana,0.03775,0.96225
9/25/20,Illinois,0.9973,0.0027
9/25/20,Idaho,0.003875,0.996125
9/25/20,Hawaii,0.989475,0.010525
9/25/20,Georgia,0.36965,0.63035
9/25/20,Florida,0.5724,0.4276
9/25/20,District of Columbia,1,0
9/25/20,Delaware,0.99885,0.00115
9/25/20,Connecticut,0.989775,0.010225
9/25/20,Colorado,0.876775,0.123225
9/25/20,California,0.9979,0.0021
9/25/20,Arkansas,0.057225,0.942775
9/25/20,Arizona,0.6359,0.3641
9/25/20,Alaska,0.194975,0.805025
9/25/20,Alabama,0.0289,0.9711
9/24/20,Wyoming,0.00175,0.99825
9/24/20,Wisconsin,0.803125,0.196875
9/24/20,West Virginia,0.00645,0.99355
9/24/20,Washington,0.989,0.011
9/24/20,Virginia,0.95425,0.04575
9/24/20,Vermont,0.986075,0.013925
9/24/20,Utah,0.03645,0.96355
9/24/20,Texas,0.28015,0.71985
9/24/20,Tennessee,0.03885,0.96115
9/24/20,South Dakota,0.027775,0.972225
9/24/20,South Carolina,0.1253,0.8747
9/24/20,Rhode Island,0.991425,0.008575
9/24/20,Pennsylvania,0.7561,0.2439
9/24/20,Oregon,0.9263,0.0737
9/24/20,Oklahoma,0.0061,0.9939
9/24/20,Ohio,0.5152,0.4848
9/24/20,North Dakota,0.008425,0.991575
9/24/20,North Carolina,0.5381,0.4619
9/24/20,New York,0.999125,0.000875
9/24/20,New Mexico,0.9462,0.0538
9/24/20,New Jersey,0.9765,0.0235
9/24/20,New Hampshire,0.738925,0.261075
9/24/20,Nevada,0.832325,0.167675
9/24/20,Nebraska,0.011125,0.988875
9/24/20,NE-3,0.000325,0.999675
9/24/20,NE-2,0.62135,0.37865
9/24/20,NE-1,0.05355,0.94645
9/24/20,Montana,0.131875,0.868125
9/24/20,Missouri,0.09435,0.90565
9/24/20,Mississippi,0.13325,0.86675
9/24/20,Minnesota,0.886875,0.113125
9/24/20,Michigan,0.85805,0.14195
9/24/20,Massachusetts,0.9983,0.0017
9/24/20,Maryland,0.998125,0.001875
9/24/20,Maine,0.8824,0.1176
9/24/20,ME-2,0.5121,0.4879
9/24/20,ME-1,0.97305,0.02695
9/24/20,Louisiana,0.0952,0.9048
9/24/20,Kentucky,0.015375,0.984625
9/24/20,Kansas,0.0697,0.9303
9/24/20,Iowa,0.372825,0.627175
9/24/20,Indiana,0.037025,0.962975
9/24/20,Illinois,0.997275,0.002725
9/24/20,Idaho,0.004,0.996
9/24/20,Hawaii,0.98925,0.01075
9/24/20,Georgia,0.366975,0.633025
9/24/20,Florida,0.569725,0.430275
9/24/20,District of Columbia,1,0
9/24/20,Delaware,0.998775,0.001225
9/24/20,Connecticut,0.98985,0.01015
9/24/20,Colorado,0.873325,0.126675
9/24/20,California,0.9974,0.0026
9/24/20,Arkansas,0.0572,0.9428
9/24/20,Arizona,0.64885,0.35115
9/24/20,Alaska,0.19365,0.80635
9/24/20,Alabama,0.02925,0.97075
9/23/20,Wyoming,0.0019,0.9981
9/23/20,Wisconsin,0.81155,0.18845
9/23/20,West Virginia,0.006875,0.993125
9/23/20,Washington,0.988925,0.011075
9/23/20,Virginia,0.96535,0.03465
9/23/20,Vermont,0.9861,0.0139
9/23/20,Utah,0.039575,0.960425
9/23/20,Texas,0.320775,0.679225
9/23/20,Tennessee,0.0411,0.9589
9/23/20,South Dakota,0.03075,0.96925
9/23/20,South Carolina,0.129475,0.870525
9/23/20,Rhode Island,0.99175,0.00825
9/23/20,Pennsylvania,0.764625,0.235375
9/23/20,Oregon,0.92705,0.07295
9/23/20,Oklahoma,0.00605,0.99395
9/23/20,Ohio,0.456975,0.543025
9/23/20,North Dakota,0.009225,0.990775
9/23/20,North Carolina,0.542625,0.457375
9/23/20,New York,0.999025,0.000975
9/23/20,New Mexico,0.9473,0.0527
9/23/20,New Jersey,0.9757,0.0243
9/23/20,New Hampshire,0.741425,0.258575
9/23/20,Nevada,0.81605,0.18395
9/23/20,Nebraska,0.012,0.988
9/23/20,NE-3,0.000475,0.999525
9/23/20,NE-2,0.62905,0.37095
9/23/20,NE-1,0.0561,0.9439
9/23/20,Montana,0.13495,0.86505
9/23/20,Missouri,0.098875,0.901125
9/23/20,Mississippi,0.13675,0.86325
9/23/20,Minnesota,0.886475,0.113525
9/23/20,Michigan,0.8796,0.1204
9/23/20,Massachusetts,0.99855,0.00145
9/23/20,Maryland,0.998475,0.001525
9/23/20,Maine,0.881925,0.118075
9/23/20,ME-2,0.51525,0.48475
9/23/20,ME-1,0.973125,0.026875
9/23/20,Louisiana,0.0983,0.9017
9/23/20,Kentucky,0.016175,0.983825
9/23/20,Kansas,0.0643,0.9357
9/23/20,Iowa,0.36685,0.63315
9/23/20,Indiana,0.041125,0.958875
9/23/20,Illinois,0.9971,0.0029
9/23/20,Idaho,0.004325,0.995675
9/23/20,Hawaii,0.988975,0.011025
9/23/20,Georgia,0.368475,0.631525
9/23/20,Florida,0.57405,0.42595
9/23/20,District of Columbia,1,0
9/23/20,Delaware,0.998625,0.001375
9/23/20,Connecticut,0.989325,0.010675
9/23/20,Colorado,0.88035,0.11965
9/23/20,California,0.9976,0.0024
9/23/20,Arkansas,0.05955,0.94045
9/23/20,Arizona,0.6505,0.3495
9/23/20,Alaska,0.201225,0.798775
9/23/20,Alabama,0.02975,0.97025
9/22/20,Wyoming,0.0016,0.9984
9/22/20,Wisconsin,0.7981,0.2019
9/22/20,West Virginia,0.007075,0.992925
9/22/20,Washington,0.98915,0.01085
9/22/20,Virginia,0.963325,0.036675
9/22/20,Vermont,0.9858,0.0142
9/22/20,Utah,0.03875,0.96125
9/22/20,Texas,0.320225,0.679775
9/22/20,Tennessee,0.040225,0.959775
9/22/20,South Dakota,0.029625,0.970375
9/22/20,South Carolina,0.13055,0.86945
9/22/20,Rhode Island,0.99125,0.00875
9/22/20,Pennsylvania,0.752525,0.247475
9/22/20,Oregon,0.925125,0.074875
9/22/20,Oklahoma,0.00575,0.99425
9/22/20,Ohio,0.446725,0.553275
9/22/20,North Dakota,0.00905,0.99095
9/22/20,North Carolina,0.5398,0.4602
9/22/20,New York,0.999125,0.000875
9/22/20,New Mexico,0.9451,0.0549
9/22/20,New Jersey,0.975225,0.024775
9/22/20,New Hampshire,0.7349,0.2651
9/22/20,Nevada,0.812375,0.187625
9/22/20,Nebraska,0.012,0.988
9/22/20,NE-3,0.00035,0.99965
9/22/20,NE-2,0.618625,0.381375
9/22/20,NE-1,0.057075,0.942925
9/22/20,Montana,0.134275,0.865725
9/22/20,Missouri,0.098475,0.901525
9/22/20,Mississippi,0.137,0.863
9/22/20,Minnesota,0.8824,0.1176
9/22/20,Michigan,0.8724,0.1276
9/22/20,Massachusetts,0.998575,0.001425
9/22/20,Maryland,0.998475,0.001525
9/22/20,Maine,0.874925,0.125075
9/22/20,ME-2,0.50775,0.49225
9/22/20,ME-1,0.97115,0.02885
9/22/20,Louisiana,0.09865,0.90135
9/22/20,Kentucky,0.0162,0.9838
9/22/20,Kansas,0.064475,0.935525
9/22/20,Iowa,0.3602,0.6398
9/22/20,Indiana,0.03985,0.96015
9/22/20,Illinois,0.9971,0.0029
9/22/20,Idaho,0.004225,0.995775
9/22/20,Hawaii,0.989225,0.010775
9/22/20,Georgia,0.384975,0.615025
9/22/20,Florida,0.6018,0.3982
9/22/20,District of Columbia,1,0
9/22/20,Delaware,0.998825,0.001175
9/22/20,Connecticut,0.988775,0.011225
9/22/20,Colorado,0.874675,0.125325
9/22/20,California,0.99735,0.00265
9/22/20,Arkansas,0.059725,0.940275
9/22/20,Arizona,0.6817,0.3183
9/22/20,Alaska,0.1977,0.8023
9/22/20,Alabama,0.028925,0.971075
9/21/20,Wyoming,0.001775,0.998225
9/21/20,Wisconsin,0.794975,0.205025
9/21/20,West Virginia,0.00705,0.99295
9/21/20,Washington,0.990825,0.009175
9/21/20,Virginia,0.961275,0.038725
9/21/20,Vermont,0.9928,0.0072
9/21/20,Utah,0.039025,0.960975
9/21/20,Texas,0.31845,0.68155
9/21/20,Tennessee,0.041225,0.958775
9/21/20,South Dakota,0.03015,0.96985
9/21/20,South Carolina,0.123175,0.876825
9/21/20,Rhode Island,0.990775,0.009225
9/21/20,Pennsylvania,0.7523,0.2477
9/21/20,Oregon,0.92545,0.07455
9/21/20,Oklahoma,0.00625,0.99375
9/21/20,Ohio,0.44865,0.55135
9/21/20,North Dakota,0.00925,0.99075
9/21/20,North Carolina,0.54475,0.45525
9/21/20,New York,0.999025,0.000975
9/21/20,New Mexico,0.944675,0.055325
9/21/20,New Jersey,0.97345,0.02655
9/21/20,New Hampshire,0.73425,0.26575
9/21/20,Nevada,0.809275,0.190725
9/21/20,Nebraska,0.01215,0.98785
9/21/20,NE-3,0.0004,0.9996
9/21/20,NE-2,0.61895,0.38105
9/21/20,NE-1,0.056725,0.943275
9/21/20,Montana,0.1364,0.8636
9/21/20,Missouri,0.099575,0.900425
9/21/20,Mississippi,0.135075,0.864925
9/21/20,Minnesota,0.881475,0.118525
9/21/20,Michigan,0.882,0.118
9/21/20,Massachusetts,0.9984,0.0016
9/21/20,Maryland,0.998425,0.001575
9/21/20,Maine,0.8749,0.1251
9/21/20,ME-2,0.50865,0.49135
9/21/20,ME-1,0.97055,0.02945
9/21/20,Louisiana,0.099075,0.900925
9/21/20,Kentucky,0.01665,0.98335
9/21/20,Kansas,0.064925,0.935075
9/21/20,Iowa,0.33875,0.66125
9/21/20,Indiana,0.040225,0.959775
9/21/20,Illinois,0.997175,0.002825
9/21/20,Idaho,0.00435,0.99565
9/21/20,Hawaii,0.9889,0.0111
9/21/20,Georgia,0.368375,0.631625
9/21/20,Florida,0.60085,0.39915
9/21/20,District of Columbia,1,0
9/21/20,Delaware,0.998725,0.001275
9/21/20,Connecticut,0.988525,0.011475
9/21/20,Colorado,0.873625,0.126375
9/21/20,California,0.997275,0.002725
9/21/20,Arkansas,0.059825,0.940175
9/21/20,Arizona,0.6788,0.3212
9/21/20,Alaska,0.197575,0.802425
9/21/20,Alabama,0.03075,0.96925
9/20/20,Wyoming,0.00205,0.99795
9/20/20,Wisconsin,0.800775,0.199225
9/20/20,West Virginia,0.007275,0.992725
9/20/20,Washington,0.991175,0.008825
9/20/20,Virginia,0.961425,0.038575
9/20/20,Vermont,0.9926,0.0074
9/20/20,Utah,0.039525,0.960475
9/20/20,Texas,0.30935,0.69065
9/20/20,Tennessee,0.040975,0.959025
9/20/20,South Dakota,0.03055,0.96945
9/20/20,South Carolina,0.121325,0.878675
9/20/20,Rhode Island,0.990725,0.009275
9/20/20,Pennsylvania,0.7582,0.2418
9/20/20,Oregon,0.92445,0.07555
9/20/20,Oklahoma,0.006075,0.993925
9/20/20,Ohio,0.445825,0.554175
9/20/20,North Dakota,0.009175,0.990825
9/20/20,North Carolina,0.54195,0.45805
9/20/20,New York,0.998975,0.001025
9/20/20,New Mexico,0.94565,0.05435
9/20/20,New Jersey,0.971325,0.028675
9/20/20,New Hampshire,0.732975,0.267025
9/20/20,Nevada,0.80665,0.19335
9/20/20,Nebraska,0.0116,0.9884
9/20/20,NE-3,0.00035,0.99965
9/20/20,NE-2,0.619175,0.380825
9/20/20,NE-1,0.05635,0.94365
9/20/20,Montana,0.13605,0.86395
9/20/20,Missouri,0.100675,0.899325
9/20/20,Mississippi,0.1266,0.8734
9/20/20,Minnesota,0.87925,0.12075
9/20/20,Michigan,0.879325,0.120675
9/20/20,Massachusetts,0.99835,0.00165
9/20/20,Maryland,0.998275,0.001725
9/20/20,Maine,0.878225,0.121775
9/20/20,ME-2,0.4984,0.5016
9/20/20,ME-1,0.9735,0.0265
9/20/20,Louisiana,0.075475,0.924525
9/20/20,Kentucky,0.016425,0.983575
9/20/20,Kansas,0.0656,0.9344
9/20/20,Iowa,0.336625,0.663375
