date,state,dem_chance,rep_chance
Arizona,5/18/20,0.544,0.456
Arizona,5/19/20,0.537,0.463
Arizona,5/20/20,0.532,0.468
Arizona,5/21/20,0.554,0.446
Arizona,5/22/20,0.533,0.467
Arizona,5/23/20,0.537,0.463
Arizona,5/24/20,0.541,0.459
Arizona,5/25/20,0.534,0.466
Arizona,5/26/20,0.543,0.457
Arizona,5/27/20,0.533,0.467
Arizona,5/28/20,0.529,0.471
Arizona,5/29/20,0.53,0.47
Arizona,5/30/20,0.53,0.47
Arizona,5/31/20,0.536,0.464
Arizona,6/1/20,0.568,0.432
Arizona,6/2/20,0.561,0.439
Arizona,6/3/20,0.553,0.447
Arizona,6/4/20,0.544,0.456
Arizona,6/5/20,0.545,0.455
Arizona,6/6/20,0.543,0.457
Arizona,6/7/20,0.56,0.44
Arizona,6/8/20,0.567,0.433
Arizona,6/9/20,0.585,0.415
Arizona,6/10/20,0.588,0.412
Arizona,6/11/20,0.603,0.397
Arizona,6/12/20,0.606,0.394
Arizona,6/13/20,0.604,0.396
Arizona,6/14/20,0.609,0.391
Arizona,6/15/20,0.621,0.379
Arizona,6/16/20,0.628,0.372
Arizona,6/17/20,0.63,0.37
Arizona,6/18/20,0.626,0.374
Arizona,6/19/20,0.62,0.38
Arizona,6/20/20,0.628,0.372
Arizona,6/21/20,0.631,0.369
Arizona,6/22/20,0.62,0.38
Arizona,6/23/20,0.614,0.386
Arizona,6/24/20,0.624,0.376
Arizona,6/25/20,0.618,0.382
Arizona,6/26/20,0.612,0.388
Arizona,6/27/20,0.614,0.386
Arizona,6/28/20,0.601,0.399
Arizona,6/29/20,0.607,0.393
Arizona,6/30/20,0.607,0.393
Arizona,7/1/20,0.618,0.382
Arizona,7/2/20,0.608,0.392
Arizona,7/3/20,0.596,0.404
Arizona,7/4/20,0.59,0.41
Arizona,7/5/20,0.593,0.407
Arizona,7/6/20,0.589,0.411
Arizona,7/7/20,0.587,0.413
Arizona,7/8/20,0.58,0.42
Arizona,7/9/20,0.58,0.42
Arizona,7/10/20,0.606,0.394
Arizona,7/11/20,0.608,0.392
Arizona,7/12/20,0.579,0.421
Arizona,7/13/20,0.57,0.43
Arizona,7/14/20,0.587,0.413
Arizona,7/15/20,0.624,0.376
Arizona,7/16/20,0.618,0.382
Arizona,7/17/20,0.623,0.377
Arizona,7/18/20,0.616,0.384
Arizona,7/19/20,0.609,0.391
Arizona,7/20/20,0.616,0.384
Arizona,7/21/20,0.617,0.383
Arizona,7/22/20,0.594,0.406
Arizona,7/23/20,0.606,0.394
Arizona,7/24/20,0.599,0.401
Arizona,7/25/20,0.591,0.409
Arizona,7/26/20,0.569,0.431
Arizona,7/27/20,0.57,0.43
Arizona,7/28/20,0.607,0.393
Arizona,7/29/20,0.613,0.387
Arizona,7/30/20,0.62,0.38
Arizona,7/31/20,0.63,0.37
Arizona,8/1/20,0.623,0.377
Arizona,8/2/20,0.628,0.372
Arizona,8/3/20,0.616,0.384
Arizona,8/4/20,0.62,0.38
Arizona,8/5/20,0.625,0.375
Arizona,8/6/20,0.622,0.378
Arizona,8/7/20,0.617,0.383
Arizona,8/8/20,0.618,0.382
Arizona,8/9/20,0.61,0.39
Arizona,8/10/20,0.579,0.421
Arizona,8/11/20,0.573,0.427
Arizona,8/12/20,0.592,0.408
Arizona,8/13/20,0.574,0.426
Arizona,8/14/20,0.591,0.409
Arizona,8/15/20,0.591,0.409
Arizona,8/16/20,0.573,0.427
Arizona,8/17/20,0.555,0.445
Arizona,8/18/20,0.551,0.449
Arizona,8/19/20,0.564,0.436
Arizona,8/20/20,0.572,0.428
Arizona,8/21/20,0.633,0.367
Arizona,8/22/20,0.639,0.361
Arizona,8/23/20,0.644,0.356
Arizona,8/24/20,0.662,0.338
Arizona,8/25/20,0.659,0.341
Arizona,8/26/20,0.665,0.335
Arizona,8/27/20,0.631,0.369
Arizona,8/28/20,0.634,0.366
Arizona,8/29/20,0.611,0.389
Arizona,8/30/20,0.607,0.393
Arizona,8/31/20,0.603,0.397
Arizona,9/1/20,0.623,0.377
Arizona,9/2/20,0.666,0.334
Arizona,9/3/20,0.651,0.349
Arizona,9/4/20,0.646,0.354
Arizona,9/5/20,0.648,0.352
Arizona,9/6/20,0.655,0.345
Arizona,9/7/20,0.643,0.357
Arizona,9/8/20,0.632,0.368
Arizona,9/9/20,0.639,0.361
Arizona,9/10/20,0.606,0.394
Arizona,9/11/20,0.609,0.391
Arizona,9/12/20,0.588,0.412
Arizona,9/13/20,0.588,0.412
Arizona,9/14/20,0.615,0.385
Arizona,9/15/20,0.605,0.395
Arizona,9/16/20,0.623,0.377
Arizona,9/17/20,0.614,0.386
Arizona,9/18/20,0.639,0.361
Arizona,9/19/20,0.627,0.373
Arizona,9/20/20,0.631,0.369
Arizona,9/21/20,0.613,0.387
Arizona,9/22/20,0.612,0.388
Arizona,9/23/20,0.593,0.407
Arizona,9/24/20,0.602,0.398
Arizona,9/25/20,0.613,0.387
Arizona,9/26/20,0.609,0.391
Arizona,9/27/20,0.606,0.394
Arizona,9/28/20,0.619,0.381
Arizona,9/29/20,0.622,0.378
Arizona,9/30/20,0.611,0.389
Arizona,10/1/20,0.63,0.37
Arkansas,3/1/20,0.007,0.993
Arkansas,3/2/20,0.007,0.993
Arkansas,3/3/20,0.007,0.993
Arkansas,3/4/20,0.006,0.994
Arkansas,3/5/20,0.006,0.994
Arkansas,3/6/20,0.006,0.994
Arkansas,3/7/20,0.006,0.994
Arkansas,3/8/20,0.004,0.996
Arkansas,3/9/20,0.005,0.995
Arkansas,3/10/20,0.004,0.996
Arkansas,3/11/20,0.004,0.996
Arkansas,3/12/20,0.003,0.997
Arkansas,3/13/20,0.004,0.996
Arkansas,3/14/20,0.004,0.996
Arkansas,3/15/20,0.004,0.996
Arkansas,3/16/20,0.004,0.996
Arkansas,3/17/20,0.004,0.996
Arkansas,3/18/20,0.004,0.996
Arkansas,3/19/20,0.004,0.996
Arkansas,3/20/20,0.003,0.997
Arkansas,3/21/20,0.003,0.997
Arkansas,3/22/20,0.003,0.997
Arkansas,3/23/20,0.003,0.997
Arkansas,3/24/20,0.003,0.997
Arkansas,3/25/20,0.003,0.997
Arkansas,3/26/20,0.003,0.997
Arkansas,3/27/20,0.002,0.998
Arkansas,3/28/20,0.002,0.998
Arkansas,3/29/20,0.003,0.997
Arkansas,3/30/20,0.002,0.998
Arkansas,3/31/20,0.002,0.998
Arkansas,4/1/20,0.002,0.998
Arkansas,4/2/20,0.002,0.998
Arkansas,4/3/20,0.002,0.998
Arkansas,4/4/20,0.003,0.997
Arkansas,4/5/20,0.003,0.997
Arkansas,4/6/20,0.004,0.996
Arkansas,4/7/20,0.003,0.997
Arkansas,4/8/20,0.002,0.998
Arkansas,4/9/20,0.002,0.998
Arkansas,4/10/20,0.003,0.997
Arkansas,4/11/20,0.003,0.997
Arkansas,4/12/20,0.003,0.997
Arkansas,4/13/20,0.002,0.998
Arkansas,4/14/20,0.002,0.998
Arkansas,4/15/20,0.002,0.998
Arkansas,4/16/20,0.002,0.998
Arkansas,4/17/20,0.002,0.998
Arkansas,4/18/20,0.002,0.998
Arkansas,4/19/20,0.002,0.998
Arkansas,4/20/20,0.002,0.998
Arkansas,4/21/20,0.002,0.998
Arkansas,4/22/20,0.002,0.998
Arkansas,4/23/20,0.003,0.997
Arkansas,4/24/20,0.003,0.997
Arkansas,4/25/20,0.003,0.997
Arkansas,4/26/20,0.003,0.997
Arkansas,4/27/20,0.002,0.998
Arkansas,4/28/20,0.002,0.998
Arkansas,4/29/20,0.002,0.998
Arkansas,4/30/20,0.002,0.998
Arkansas,5/1/20,0.002,0.998
Arkansas,5/2/20,0.003,0.997
Arkansas,5/3/20,0.003,0.997
Arkansas,5/4/20,0.003,0.997
Arkansas,5/5/20,0.003,0.997
Arkansas,5/6/20,0.003,0.997
Arkansas,5/7/20,0.003,0.997
Arkansas,5/8/20,0.003,0.997
Arkansas,5/9/20,0.003,0.997
Arkansas,5/10/20,0.002,0.998
Arkansas,5/11/20,0.003,0.997
Arkansas,5/12/20,0.003,0.997
Arkansas,5/13/20,0.003,0.997
Arkansas,5/14/20,0.003,0.997
Arkansas,5/15/20,0.003,0.997
Arkansas,5/16/20,0.002,0.998
Arkansas,5/17/20,0.002,0.998
Arkansas,5/18/20,0.002,0.998
Arkansas,5/19/20,0.002,0.998
Arkansas,5/20/20,0.002,0.998
Arkansas,5/21/20,0.003,0.997
Arkansas,5/22/20,0.003,0.997
Arkansas,5/23/20,0.003,0.997
Arkansas,5/24/20,0.003,0.997
Arkansas,5/25/20,0.003,0.997
Arkansas,5/26/20,0.002,0.998
Arkansas,5/27/20,0.002,0.998
Arkansas,5/28/20,0.002,0.998
Arkansas,5/29/20,0.002,0.998
Arkansas,5/30/20,0.002,0.998
Arkansas,5/31/20,0.002,0.998
Arkansas,6/1/20,0.003,0.997
Arkansas,6/2/20,0.003,0.997
Arkansas,6/3/20,0.003,0.997
